Resultado das Analogias
A          | B          | C          | D                | Acurácia da Analogias | Palavras Preditas                       
--------------------------------------------------------------------------------------------------------------
rei        | rainha     | homem      | mulher          | 0.0000 | tranqüilas, vlasak, odeceixe, marchinhas, fantasia, gruta, recife, monte, beira, procuro 
pai        | mãe        | homem      | mulher          | 1.0000 | fantasia, mulher, bagunceiros, deixa, espelha, andava, ases, espremer, roteiro, céu 
gato       | felino     | cachorro   | cão             | 0.0000 | suleman, caninha, tchauzinhos, sagrados, celebridades, labios, arielzinha, esportista, vick, sedutoramente 
escola     | professor  | aluno      | estudante       | 0.0000 | viewpoint, propósito, introduza, inglês, autora, couchsurfing, pronunciar, dê, bíblia, naturalização 
médico     | paciente   | enfermeira | profissional    | 0.0000 | regulaveis, correspondendo, sacada, banheira, reconhecida, autocarros, crescendo, canadianos, cadeira, bizot 
amigo      | amiga      | homem      | mulher          | 1.0000 | mulher, discípulo, adolescente, verdadeira, tranqüilas, dói, céu, parecia, criatura, passando 
lago       | mar        | rio        | correnteza      | 0.0000 | fiama, xeguei, silvares, ppsrj, honestino, cri, bogas, odecio, caretos, showlivre 
vermelho   | azul       | rosa       | verde           | 0.0000 | baixaaqui, maracuj, choradinho, dourado, maísa, cantigas, inflaç, preta, castanho, valentina 
luz        | noite      | sol        | dia             | 0.0000 | tarde, madrugada, apareceu, sexta, domingo, acordei, anjos, hj, balada, manha 
velho      | jovem      | sábio      | inteligente     | 0.0000 | detesta, seguiu, sabias, desaparecida, vigarista, aquece, conviver, jipe, cerimónia, surgimento 
mãe        | pai        | irmão      | irmã            | 0.0000 | profeta, padre, nasce, luís, senaqueribe, sacerdotal, juan, piza, enlevo, faria 
carro      | ônibus     | bicicleta  | moto            | 0.0000 | divertimento, rascunhos, pássaros, castelos, abrevia, tartarugas, grutas, íris, cadáver, abandonadas 
sol        | lua        | estrela    | planeta         | 0.0000 | vestida, stelmann, vivia, policarpo, mona, estância, torre, deserto, ventrículo, macaco 
cachorro   | gato       | felino     | animal          | 0.0000 | dasein, palhaaadas, jiang, casebre, topaddiv, validawinxp, urgência, machop, catequese, portovila 
escola     | professor  | estudante  | aluno           | 0.0000 | propósito, seletivo, nomeado, efetivo, argpirts, actual, universitário, concurso, garotinho, viewpoint 
médico     | paciente   | enfermeira | cirurgião       | 0.0000 | regulaveis, correspondendo, sacada, banheira, reconhecida, autocarros, crescendo, canadianos, cadeira, bizot 
quente     | frio       | calor      | gelo            | 0.0000 | seca, enfrentado, ehn, chuva, água, náuseas, achemos, pés, rotina, fria 
mar        | oceano     | rio        | lago            | 0.0000 | paraíba, ribeirão, ady, colonos, governou, sul, pernambuco, cachoeirinha, addor, imobiliários 
rápido     | lento      | veloz      | devagar         | 0.0000 | costurada, lumbriga, wells, hidroterapia, banes, crefs, plástica, medien, pino, ohm 
dia        | noite      | manhã      | tarde           | 1.0000 | madrugada, tarde, cedo, termina, café, chegamos, balada, caminhada, hj, voltei 
fruta      | maçã       | vegetal    | alface          | 0.0000 | gastroenterologia, extremal, gerontologia, friedrich, epidemiologia, endocrinologia, geriatria, embriologia, diriam, wilhelm 
avó        | avô        | neto       | neta            | 0.0000 | tst, ufba, pedagógica, acadêmico, cgu, profª, exação, reguladora, urbanismo, krumholz 
escritor   | livro      | autor      | manuscrito      | 0.0000 | indicados, sóbria, sniff, indicação, outages, anexos, lowepro, clicar, seta, austrobaileyales 
político   | governo    | país       | nação           | 0.0000 | estimativas, privatizações, representantes, periferia, propostas, pais, realizadas, recentemente, empresários, êxito 
telefone   | celular    | computador | tablet          | 0.0000 | jogar, aparelho, aprenda, instalar, emulador, experts, acessível, videoclipes, game, xna 
cineasta   | filme      | ator       | atriz           | 0.0000 | inenarrável, assistiu, episodio, blogcitário, stripper, trailer, transformará, cumprimentei, goolge, superiora 
pintor     | quadro     | artista    | escultura       | 0.0000 | projeto, cadastrarem, aluno, secundário, gtbv, profissão, litúrgico, apresenta, publicou, notários 
cão        | cachorro   | gato       | felino          | 0.0000 | namorada, hein, casada, cade, cara, loira, silvane, bonita, ajoelhada, cantar 
verão      | inverno    | primavera  | outono          | 1.0000 | favela, maré, outono, havaí, madura, orquestra, konsul, teórica, neve, atirado 
jogo       | jogador    | esporte    | time            | 0.0000 | cultura, delicinha, culto, aspiração, brasileiro, popular, marsupial, cristão, cenário, cultural 
música     | melodia    | nota       | acorde          | 0.0000 | abs, destrusom, subvertido, pregunta, rechaçada, utorrent, eqp, lt, celoko, jelgavas 
linguagem  | código     | software   | programação     | 0.0000 | creditos, overbust, thevear, bloqueio, abrilabout, fornecido, abrilanuncieassinantesfale, moratórios, receivers, configura 
café       | chá        | leite      | bebida          | 0.0000 | ruga, gelia, mandioca, limo, casca, teimamos, destilada, umidad, reembolsado, ovos 
estudante  | professor  | aula       | curso           | 0.0000 | aulas, professores, alunos, ciclo, provas, repórteres, conclusão, educadores, tutores, fluxos 
fogo       | chama      | calor      | frio            | 0.0000 | slogan, pouca, diria, calmo, daquele, sinceridade, verdadeira, eis, perfeita, caraguá 
pai        | mãe        | filho      | filha           | 0.0000 | preso, menino, senhora, falecido, garotinho, morto, jojo, discípulo, ponte, sorrindo 
cachorro   | cachorro   | gato       | gato            | 0.0000 | bruxa, rabo, caralho, primo, gorda, rezar, safada, acariciar, dançou, cu 
professor  | aluno      | escola     | livro           | 0.0000 | familia, direção, família, chamada, companhia, história, segue, vitória, cena, convidaram 
médico     | enfermeira | hospital   | paciente        | 0.0000 | prades, preparador, laranjeiras, hummes, recreio, cacique, uberaba, goiânia, cerveira, uberlândia 
avô        | avó        | pai        | mãe             | 0.0000 | amada, silvane, triste, amei, quent, herb, molinha, filha, arraso, discípulo 
professor  | estudante  | aluno      | escolar         | 0.0000 | permanece, apostava, conseguiu, descobriu, observada, dá, posição, dado, continuou, decidiu 
carro      | motorista  | estrada    | viagem          | 0.0000 | serra, municpio, guarda, nutricionista, terras, bento, acção, justiça, iludam, gerdau 
sol        | lua        | estrela    | noite           | 0.0000 | vestida, stelmann, vivia, policarpo, mona, estância, torre, deserto, ventrículo, macaco 
verão      | inverno    | calor      | frio            | 0.0000 | fria, cheia, expectante, pés, tomamos, suave, pele, roço, carne, areia 
pão        | manteiga   | queijo     | leite           | 0.0000 | amndoas, sopa, salsinha, limo, ralado, regue, suco, mussarela, abacaxi, equiplex 
pintor     | quadro     | artista    | galeria         | 0.0000 | projeto, cadastrarem, aluno, secundário, gtbv, profissão, litúrgico, apresenta, publicou, notários 
música     | melodia    | cantor     | guitarra        | 0.0000 | marquesa, edson, vitório, gilvam, balassa, herivelto, sanz, otb, peres, margarida 
navio      | mar        | água       | porto           | 0.0000 | nuvens, chuva, frio, calor, quente, superfície, rigoroso, areia, cabeça, vomiting 
fogo       | calor      | gelo       | frio            | 0.0000 | pesos, folhas, planta, paladar, transformers, leves, reservei, pão, protetor, janelas 
flor       | jardim     | árvore     | planta          | 0.0000 | construcao, comércio, rural, industrial, desporto, regionais, engenharia, cultural, hotelaria, interiores 
tenis      | jogador    | bola       | esporte         | 0.0000 | desconhecem, causaria, dónde, suzy, atacante, torcida, convidaram, sumi, impreitada, ficou 
caminho    | estrada    | rua        | cidade          | 0.0000 | escoteiro, av, cp, brotas, avenida, santana, jlio, oswaldo, barra, rodovia 
livro      | leitura    | biblioteca | autor           | 0.0000 | interligados, especialização, ampla, setorial, integrada, móvel, rádio, assepsia, física, monitoramento 
telefone   | comunicação | mensagem   | digital         | 0.0000 | página, quiz, equivocado, teorias, factos, actuais, fórum, segalla, singular, registrarem 
guitarra   | violão     | música     | banda           | 0.0000 | ficção, tolkien, clássica, crítico, eletrônicas, jar, sussurra, convertam, marciais, clássicos 
fruta      | maçã       | árvore     | alimentação     | 0.0000 | rossi, hugh, solista, centenário, douro, viena, sinaleiro, yetisports, alvéolo, rômulo 
pintura    | cor        | tela       | artista         | 0.0000 | steinway, setas, dimetro, ambar, caneta, tchello, hena, travesseiro, catraca, dbarros 
lápis      | papel      | escrita    | caneta          | 0.0000 | obra, conclusão, profissão, exposição, estudo, escreverei, congestionamento, reclamação, viewpoint, baseado 
computador | tecnologia | internet   | software        | 0.0000 | negocios, marketing, agências, parcerias, zootecnistas, editorial, inovação, noticias, notícias, seção 
lago       | água       | rio        | correnteza      | 0.0000 | xeguei, reencontrando, shivalinga, tratadores, paraque, fractal, desabrigo, cri, emrc, colorindo 
sol        | calor      | verão      | primavera       | 0.0000 | sofrer, começaria, demora, achemos, acrescentando, fraca, inaparente, sensação, atraso, sujeita 
programador | código     | software   | desenvolvedor   | 0.0000 | sistema, permite, atualizações, compatibilidade, utilizadores, conteúdos, avisado, acessível, validação, ficheiros 
avião      | voo        | piloto     | aeroporto       | 0.0000 | apuramento, colocação, abertura, tutores, veiculada, fase, evento, segue, presencial, ocorrerá 
tênis      | jogador    | esporte    | competição      | 0.0000 | futebol, brasileiro, uiraúna, chamado, inútil, mostra, convidaram, referenciação, sucesso, clube 
festa      | comemoração | aniversário | celebração      | 0.0000 | re, plimpton, hmins, galactic, rosangela, tupis, brst, fachetti, arabella, habite 
cidade     | metrópole  | rural      | urbano          | 0.0000 | territorial, agricultura, demarcação, expansão, piaget, irpj, estruturação, populações, federais, superintendência 
floresta   | árvore     | natureza   | ambiente        | 0.0000 | distinção, concepção, condicao, relacionada, considerando, desfiliação, comprovar, atividade, relativas, ilimitada 
número     | matemática | conta      | adição          | 0.0000 | crio, graça, hipocrisia, presumivelmente, pifar, pede, esperança, manuscrito, ajudará, retribuir 
óleo       | cozinha    | culinária  | receita         | 0.0000 | sauna, utensilios, olímpicos, lazer, gastronomia, fitness, empregam, entretenimentos, piscina, plenas 
chave      | fechadura  | porta      | segurança       | 0.0000 | geladeira, pingos, fogao, varanda, relógio, poltrona, piscina, cozinha, tabernáculos, chuveiro 
conta      | banco      | dinheiro   | poupança        | 0.0000 | renda, extra, emprego, financeira, automatizar, esgotam, pagar, investir, ganhe, falso 
livro      | capítulo   | texto      | parágrafo       | 0.0000 | sequência, referido, adct, sentença, sessão, proponente, desinformação, designa, aduzidas, prejudicada 
escola     | aluno      | professor  | ensino          | 0.0000 | viewpoint, propósito, introduza, inglês, autora, couchsurfing, pronunciar, dê, bíblia, naturalização 
avião      | viagem     | céu        | destino         | 0.0000 | afrouxar, terra, passando, taxada, futuro, chegando, caminhos, celebração, sonhos, fizeram 
aroma      | perfume    | fragrância | cheiro          | 0.0000 | race, candy, missing, nowoman, popurls, space, polly, toy, tunes, defence 
cabelo     | cabeleireiro | salão      | beleza          | 0.0000 | cia, merso, decorao, jacuzzi, dominical, autoesporte, chuteiras, decoração, sebastiao, qumica 
estudo     | livro      | conhecimento | universidade    | 0.0000 | pifar, corrigir, rever, fikarei, warningproject, associar, membership, slackware, renomear, erros 
jornal     | notícia    | impressão  | artigo          | 0.0000 | kyon, varredura, bechara, narradora, opozine, dicção, vigiai, verbal, janitschek, relate 
pato       | lago       | ave        | água            | 0.0000 | caldinho, brasão, salvarmos, maximino, deslumbrante, lundu, estância, cristóvão, lema, fraternidade 
barco      | água       | mar        | veleiro         | 0.0000 | nuvens, revoadas, chuva, areia, rigoroso, frio, calor, curvas, inverno, quente 
amigo      | amizade    | companhia  | lealdade        | 0.0000 | celebração, movimento, urbanização, populacao, enchentes, descoberta, juventude, preocupações, afrouxar, taxada 
médico     | saúde      | tratamento | enfermeira      | 0.0000 | estética, indústria, acessibilidades, naturais, fisiocorporal, desenvolve, desenvolvem, residuais, audiovisuais, promovem 
noite      | lua        | estrela    | escuridão       | 0.0000 | mangueira, ergueu, derramas, castanho, landerlix, luteranas, salou, afeto, baleia, indomável 
cachorro   | pet        | felino     | animal          | 0.0000 | detectores, shop, tabacaria, cerimonial, transportadoras, fumassa, escorts, avassaladoras, envios, contratacion 
universidade | curso      | faculdade  | estudante       | 0.0000 | aluno, congestionamento, viewpoint, realizando, suzy, lexical, provas, conclusão, carreira, escreverei 
relógio    | tempo      | hora       | minuto          | 0.0000 | risadinha, fronteiriça, coitadinhos, solicitada, erro, tarde, inesperado, whatsbaranofu, atrasaram, escolheu 
carro      | combustível | estrada    | viagem          | 0.0000 | bacias, silvicultura, milão, incursão, terraplenagens, teatrais, reposto, internacionalmente, primitiva, cidados 
roda       | veículo    | carro      | transporte      | 0.0000 | cliente, exercita, motorista, prédio, receita, compra, acabaste, custo, caixa, reserva 
música     | ritmo      | melodia    | canção          | 0.0000 | rechaçada, implora, despedacei, adonias, tricolor, bartô, flamulher, catterina, urubu, incompreensível 
cão        | cachorro   | felino     | animal          | 0.0000 | loira, casada, burro, namorado, cade, cantar, nso, camiao, morena, filha 
sapo       | lago       | rã         | anfíbio         | 0.0000 | magos, conchas, pedras, esposos, neve, bloomberg, gruta, discursivas, inverno, assinará 
esporte    | competição | atleta     | treino          | 0.0000 | máximo, emergir, começo, ficará, vencedor, metade, palavra, preço, começasse, escolhida 
arvore     | floresta   | natureza   | ambiente        | 0.0000 | principalmente, populacao, abadonados, deprimidas, igualdade, eclesial, contando, prioridade, continente, razão 
sala       | reunião    | escritório | trabalho        | 0.0000 | regulamentação, schleswig, quilombola, observância, doutrina, imobilizar, reestruturação, aec, gerontologia, carranca 
rede       | internet   | conexão    | computador      | 0.0000 | wc, usando, imovie, gos, fodas, agravantes, rode, iweb, idvd, almentar 
gato       | felino     | animal     | doméstico       | 0.0000 | vegetal, animais, internos, consagre, vlogs, plásticos, bacteriófago, populosas, princípios, irracionais 
flores     | jardim     | plantas    | paisagismo      | 0.0000 | atuam, comércio, actividades, tributários, automotores, parques, construcao, associacoes, hotelaria, industria 
pintura    | artista    | tela       | cor             | 0.0000 | recairá, formato, xxxxxxxxxxxxxxx, tvpunhetacobr, cdrom, animaniaclub, rubia, particionado, pricípio, agradecidos 
mar        | praia      | areia      | sol             | 0.0000 | roço, cerveja, asfalto, colorido, ajoelhada, bar, cercado, pedras, bolas, quintal 
banco      | dinheiro   | caixa      | conta           | 0.0000 | extra, cobrar, wirelles, ligar, estoque, sumia, águia, instalar, sacola, ligue 
bico       | pássaro    | ave        | penas           | 0.0000 | planetárias, bando, passadista, taparam, pai, abandonada, afogando, impulso, óssea, poeta 
pasta      | arquivo    | escritório | documentos      | 0.0000 | gep, anúncios, raigor, tratativas, revisão, estatísticas, coding, reprodução, ibge, apontadores 
caixa      | presente   | embalagem  | aniversário     | 0.0000 | intensidade, fertilidade, tende, semelhante, perante, favorece, raramente, sinais, inconsciente, concentrada 
escola     | alunos     | professores | aprendizado     | 0.0000 | aporta, iefp, necessários, confidenciais, vários, quaisquer, serao, serem, casos, procedimentos 
peixe      | água       | mar        | oceano          | 0.0000 | nuvens, revoadas, levados, neutralizado, persisto, inverno, néctar, libertar, frio, montanhas 
vó         | avó        | avô        | neta            | 0.0000 | pipoca, flor, templo, morto, menino, choro, asas, inverno, vovó, molhadinhas 
arte       | pintura    | escultura  | galeria         | 0.0000 | filtro, replaytv, refrigeradores, escurecido, correntes, videoprojectores, petiscos, ginastica, acabamento, plasma 
caminho    | estrada    | trilha     | rota            | 0.0000 | sonora, armz, org, negra, mpb, catedral, celofane, osborne, povoação, isqueiros 
bola       | esporte    | futebol    | vôlei           | 0.0000 | entretenimento, maxx, programação, empregam, estatistica, geografia, montsant, sussurra, alternativo, internacional 
janela     | casa       | vidro      | abertura        | 0.0000 | embaré, balco, xereta, aco, querosene, stalo, piso, grama, chuveiro, tampo 
tela       | computador | monitor    | digital         | 0.0000 | virus, wc, programinha, joguinhos, trituração, comprometeriam, benção, enfiaria, boot, embutido 
teatro     | palco      | ator       | cena            | 0.0000 | kimya, altman, relembrar, começar, tópico, adquiri, lailai, cumprimentei, pertences, vexame 
bota       | sapato     | calçado    | inverno         | 0.0000 | eudemons, pangya, tiraram, obscenas, aventina, besh, trickster, particularescameras, faryab, collegehumor 
jogo       | tabuleiro  | competição | entretenimento  | 0.0000 | auditivos, extinção, mediadora, entretido, centenas, micros, socialização, videocamaras, bitrate, inúmeros 
pintura    | artista    | cor        | tela            | 0.0000 | assassino, versos, chave, canguru, ansiava, impõe, dizemos, homenss, imperfeita, megas 
carro      | viagem     | estrada    | conforto        | 0.0000 | litoral, paraopeba, beeeeem, simultâneamente, ocidental, provaria, vila, londres, microrregião, ilha 
telefone   | chamada    | mensagem   | comunicação     | 0.0000 | impulsivo, derivada, pensamento, tornou, competição, frase, permeável, sequência, jigsaw, discutida 
porta      | entrada    | saída      | segurança       | 0.0000 | entrega, pagamento, mensal, vencimento, assinatura, obtida, estabelecimento, carga, vigente, anual 
trabalho   | emprego    | carreira   | profissão       | 0.0000 | produtivo, negócios, investimentos, executivo, oficialmente, atual, operando, pg, cancelados, atrasados 
matematica | números    | equações   | cálculo         | 0.0000 | níveis, aquecedores, dimensionada, eléctricos, bovina, ambicionam, colegiado, ritmos, manipulaes, minerais 
animal     | selvagem   | leão       | tigre           | 0.0000 | dudu, condon, barrocas, garcia, richard, mintira, sobreda, autoritária, fanha, monique 
abajur     | iluminação | quarto     | lâmpada         | 0.0000 | mesm, puz, vegetariana, lar, manifestarem, brincadeiras, donzela, cozinha, sala, jantar 
café       | bebida     | manhã      | despertar       | 0.0000 | rosto, azuis, derramas, roço, areia, pintam, pele, bambú, sombra, mel 
caneta     | escrita    | papel      | tinta           | 0.0000 | público, edma, importância, conhecimento, aluno, objetivo, questionários, propõe, função, história 
