Resultado das Analogias
A          | B          | C          | D                | Acurácia da Analogias | Palavras Preditas                       
--------------------------------------------------------------------------------------------------------------
rei        | rainha     | homem      | mulher          | 0.0000 | tranqüilas, marchinhas, vlasak, gruta, beira, fantasia, recife, pitorescas, paisagem, odeceixe 
pai        | mãe        | homem      | mulher          | 0.0000 | bagunceiros, espelha, espremer, fantasia, poderosa, roteiro, superficial, habituado, céu, pegue 
gato       | felino     | cachorro   | cão             | 0.0000 | suleman, tchauzinhos, caninha, fetiche, sagrados, arielzinha, vick, celebridades, sedutoramente, esportista 
escola     | professor  | aluno      | estudante       | 0.0000 | viewpoint, couchsurfing, propósito, introduza, manipular, autora, inglês, pronunciar, dê, argpirts 
médico     | paciente   | enfermeira | profissional    | 0.0000 | regulaveis, reconhecida, correspondendo, banheira, autocarros, crescendo, executam, canadianos, comunal, escada 
amigo      | amiga      | homem      | mulher          | 1.0000 | céu, tranqüilas, mulher, discípulo, verdadeira, fantasia, pobre, sejas, parecia, libertar 
lago       | mar        | rio        | correnteza      | 0.0000 | fiama, silvares, xeguei, ppsrj, bogas, cri, caretos, showlivre, desabrigo, comprem 
vermelho   | azul       | rosa       | verde           | 0.0000 | choradinho, baixaaqui, maracuj, dourada, sincopado, inflaç, maísa, cantigas, preta, castanho 
luz        | noite      | sol        | dia             | 0.0000 | tarde, madrugada, balada, manha, sexta, verao, apareceu, festa, terminou, manhã 
velho      | jovem      | sábio      | inteligente     | 0.0000 | seguiu, detesta, jipe, sabias, sabedoria, desaparecida, culto, aparência, aquece, tomamos 
mãe        | pai        | irmão      | irmã            | 0.0000 | profeta, nasce, padre, cristo, senaqueribe, luís, faria, mozart, sacerdotal, piza 
carro      | ônibus     | bicicleta  | moto            | 0.0000 | divertimento, rascunhos, castelos, tartarugas, grutas, abrevia, pássaros, simpáticos, resquícios, monetização 
sol        | lua        | estrela    | planeta         | 0.0000 | vestida, stelmann, ventrículo, mona, torre, policarpo, konan, princesa, macaco, paterna 
cachorro   | gato       | felino     | animal          | 0.0000 | palhaaadas, dasein, jiang, casebre, topaddiv, urgência, validawinxp, evangelismo, fruticultura, catequese 
escola     | professor  | estudante  | aluno           | 0.0000 | propósito, nomeado, efetivo, seletivo, argpirts, certame, fotógrafo, garotinho, actual, prisão 
médico     | paciente   | enfermeira | cirurgião       | 0.0000 | regulaveis, reconhecida, correspondendo, banheira, autocarros, crescendo, executam, canadianos, comunal, escada 
quente     | frio       | calor      | gelo            | 0.0000 | ruinoso, enfrentado, chuva, ehn, chegares, levantar, seca, aumentada, rotina, água 
mar        | oceano     | rio        | lago            | 0.0000 | paraíba, ribeirão, sul, imobiliários, colonos, ady, inhacor, rj, pernambuco, cachoeirinha 
rápido     | lento      | veloz      | devagar         | 0.0000 | lumbriga, costurada, lino, banes, cod, mística, medien, wells, pino, oiesou 
dia        | noite      | manhã      | tarde           | 1.0000 | madrugada, tarde, cedo, caminhada, termina, partida, chegamos, café, difamador, voltei 
fruta      | maçã       | vegetal    | alface          | 0.0000 | embriologia, gastroenterologia, dermatologia, extremal, gerontologia, endocrinologia, wilhelm, diriam, friedrich, epidemiologia 
avó        | avô        | neto       | neta            | 0.0000 | tst, ufba, pedagógica, acadêmico, urbanismo, cgu, profª, exação, reguladora, comitês 
escritor   | livro      | autor      | manuscrito      | 0.0000 | sniff, sóbria, indicados, clicar, lowepro, indicação, participe, outages, anexos, fechamentos 
político   | governo    | país       | nação           | 0.0000 | estimativas, privatizações, pais, representantes, propostas, periferia, recentemente, empresas, realizadas, exclusivamente 
telefone   | celular    | computador | tablet          | 0.0000 | aparelho, jogar, instalar, aprenda, emulador, acessível, usando, experts, jre, gravados 
cineasta   | filme      | ator       | atriz           | 0.0000 | inenarrável, assistiu, episodio, stripper, blogcitário, trailer, transformará, cumprimentei, pornô, goolge 
pintor     | quadro     | artista    | escultura       | 0.0000 | projeto, aluno, profissão, litúrgico, proposta, carta, gtbv, dignifica, viewpoint, recebeu 
cão        | cachorro   | gato       | felino          | 0.0000 | namorada, hein, cade, cara, casada, silvane, bonita, lindo, laca, ajoelhada 
verão      | inverno    | primavera  | outono          | 1.0000 | maré, favela, outono, havaí, teórica, orquestra, konsul, eternuridade, atirado, discursivas 
jogo       | jogador    | esporte    | time            | 0.0000 | cultura, culto, brasileiro, delicinha, aspiração, cultural, cenário, ginásio, japonesa, dança 
música     | melodia    | nota       | acorde          | 0.0000 | abs, subvertido, destrusom, pregunta, utorrent, eqp, rechaçada, celoko, toad, fisca 
linguagem  | código     | software   | programação     | 0.0000 | overbust, creditos, bloqueio, thevear, moratórios, abrilabout, fornecido, abrilanuncieassinantesfale, receivers, congreso 
café       | chá        | leite      | bebida          | 0.0000 | ruga, limo, gelia, casca, colheres, sopa, coentro, mandioca, destilada, ovos 
estudante  | professor  | aula       | curso           | 0.0000 | aulas, professores, alunos, repórteres, provas, ciclo, educadores, conclusão, ministrar, tutores 
fogo       | chama      | calor      | frio            | 0.0000 | slogan, pouca, diria, caraguá, verdadeira, maravilhoso, perfeita, povo, calmo, fizera 
pai        | mãe        | filho      | filha           | 0.0000 | preso, falecido, garotinho, senhora, menino, gruta, ressucitado, ténue, velho, ponte 
cachorro   | cachorro   | gato       | gato            | 0.0000 | bruxa, primo, caralho, gorda, rezar, acariciar, deitou, desesperada, dançou, burro 
professor  | aluno      | escola     | livro           | 0.0000 | familia, família, direção, cena, convidaram, história, companhia, vitória, chamada, segue 
médico     | enfermeira | hospital   | paciente        | 0.0000 | prades, preparador, laranjeiras, hummes, recreio, uberaba, cacique, goiânia, uberlândia, alfred 
avô        | avó        | pai        | mãe             | 0.0000 | silvane, triste, quent, herb, amei, amada, filha, molinha, arraso, fico 
professor  | estudante  | aluno      | escolar         | 0.0000 | permanece, apostava, descobriu, verdadeira, decidiu, dá, posição, fruto, dado, continuou 
carro      | motorista  | estrada    | viagem          | 0.0000 | serra, municpio, terras, guarda, bento, acção, justiça, nutricionista, teresina, direcção 
sol        | lua        | estrela    | noite           | 0.0000 | vestida, stelmann, ventrículo, mona, torre, policarpo, konan, princesa, macaco, paterna 
verão      | inverno    | calor      | frio            | 0.0000 | fria, cheia, suave, expectante, areia, pés, tomamos, roço, quente, carne 
pão        | manteiga   | queijo     | leite           | 0.0000 | amndoas, sopa, regue, colheres, gratinado, couve, alho, equiplex, pimentadoreino, limo 
pintor     | quadro     | artista    | galeria         | 0.0000 | projeto, aluno, profissão, litúrgico, proposta, carta, gtbv, dignifica, viewpoint, recebeu 
música     | melodia    | cantor     | guitarra        | 0.0000 | marquesa, vitório, herivelto, edson, sanz, balassa, marqueses, mota, margarida, binladybug 
navio      | mar        | água       | porto           | 0.0000 | nuvens, chuva, frio, quente, calor, superfície, flores, rigoroso, cabeça, prato 
fogo       | calor      | gelo       | frio            | 0.0000 | pesos, paladar, transformers, pão, regalia, queima, janelas, desinteressado, fortuita, planta 
flor       | jardim     | árvore     | planta          | 0.0000 | construcao, comércio, rural, industrial, desporto, regionais, engenharia, interiores, oficios, hotelaria 
tenis      | jogador    | bola       | esporte         | 0.0000 | desconhecem, dónde, causaria, atacante, suzy, torcida, impreitada, convidaram, ficou, deixou 
caminho    | estrada    | rua        | cidade          | 0.0000 | escoteiro, av, cp, brotas, jlio, santana, avenida, oswaldo, barra, conceicao 
livro      | leitura    | biblioteca | autor           | 0.0000 | especialização, ampla, setorial, interligados, monitoramento, distribuição, assepsia, integrada, física, prevenção 
telefone   | comunicação | mensagem   | digital         | 0.0000 | salvaguardar, teorias, página, equivocado, premia, actuais, factos, quiz, discussão, desacordo 
guitarra   | violão     | música     | banda           | 0.0000 | ficção, tolkien, crítico, clássica, eletrônicas, jar, convertam, sussurra, marciais, clássicos 
fruta      | maçã       | árvore     | alimentação     | 0.0000 | douro, yetisports, hugh, solista, orvalho, rossi, marilena, diocesano, bartira, gandini 
pintura    | cor        | tela       | artista         | 0.0000 | steinway, setas, dimetro, ambar, dbarros, tchello, catraca, enfarinhe, travesseiro, caneta 
lápis      | papel      | escrita    | caneta          | 0.0000 | obra, estudo, profissão, exposição, decisória, escreverei, conclusão, congestionamento, viewpoint, reclamação 
computador | tecnologia | internet   | software        | 0.0000 | negocios, marketing, agências, parcerias, zootecnistas, noticias, editorial, inovação, notícias, webhost 
lago       | água       | rio        | correnteza      | 0.0000 | xeguei, reencontrando, shivalinga, tratadores, paraque, fractal, gratinado, desabrigo, emrc, cri 
sol        | calor      | verão      | primavera       | 0.0000 | sofrer, acrescentando, começaria, fraca, achemos, sensação, inaparente, demora, definitiva, sujeita 
